16423340,SEHS path soutbound,44.038757,-123.088878,44.033646,44.033646,0.200000,576.700000,4208417269,19818831
16423328,Paved through Amazon North,44.024488,-123.082287,44.033352,44.033352,-0.200000,1165.400000,4208417269,19818831
10711261,SEHS Path Northbound,44.033694,-123.088126,44.038782,44.038782,-0.300000,574.200000,4208417269,19818831
3546424,West 18th Avenue Climb,44.043295,-123.101871,44.041928,44.041928,16.800000,513.069000,4213808007,19818831
24220338,Jefferson Park -> Meadowlark,44.043289,-123.102066,44.064434,44.064434,-0.100000,11297.200000,4434321633,19818831
9831222,16th dash (west),44.041910,-123.105706,44.041934,44.041934,-0.300000,290.300000,4213808007,19818831
20818707,Polk to Terry via bike path,44.042291,-123.112819,44.051832,44.051832,-0.100000,6556.800000,4213808007,19818831
1115050,Land of Monster Nutria City View to Oak Patch ,44.046145,-123.127989,44.045905,44.045905,-0.400000,656.170000,4213808007,19818831
12768144,Oak Patch to Bridge,44.045912,-123.135392,44.046539,44.046539,0.000000,678.500000,4213808007,19818831
2516057,Onto Euphoria sprint,44.046515,-123.136565,44.049781,44.049781,-0.100000,2169.260000,4213808007,19818831
16983640,Bailey Hill to Parking Lot - Bike Path,44.046563,-123.148130,44.051908,44.051908,-0.100000,3331.200000,4213808007,19818831
16983652,Bailey Hill to Green Hill - Bike Path,44.046563,-123.148130,44.070176,44.070176,-0.100000,6524.300000,4213808007,19818831
16983648,Bailey Hill to Bertelsen on bike path,44.046563,-123.148130,44.050212,44.050212,-0.200000,1301.100000,4213808007,19818831
3608887,Expect More, Pay Less,44.050132,-123.162523,44.049060,44.049060,-0.200000,1342.440000,4213808007,19818831
7194565,Wetlands path,44.052220,-123.187103,44.070007,44.070007,-0.100000,3006.600000,4213808007,19818831
1553463,Bike Trail Sprint,44.069654,-123.207913,44.064642,44.064642,-0.100000,558.240000,4434321633,19818831
20944224,Crow rd. 126 to Pine Grove,44.051709,-123.208620,44.019916,44.019916,0.000000,4607.400000,4434321633,19818831
21457781,Crow Rd (126 - Petzold),44.050669,-123.208581,44.003296,44.003296,0.000000,7653.500000,4434321633,19818831
1865181,Backwards Bonkers,44.046167,-123.212370,44.035925,44.035925,2.200000,1205.430000,4434321633,19818831
26145401,Crow from Pine Grove to Erickson,44.020025,-123.241622,44.003380,44.003380,-0.000000,3129.600000,4434321633,19818831
14525044,Erickson from Crow to Pine Grove,44.002554,-123.268020,43.993896,43.993896,0.200000,2562.100000,4434321633,19818831
974890,Up Pine Grove,43.993606,-123.240407,43.983358,43.983358,2.600000,1148.670000,4434321633,19818831
986318,Thursday Nighter - Spencer Creek Rd,43.983888,-123.240394,43.989615,43.989615,-0.400000,5102.860000,4434321633,19818831
26538669,very grindy,43.983385,-123.227930,44.015873,44.015873,1.300000,11383.500000,4434321633,19818831
986321,Thursday Nighter - Final 1K,43.989209,-123.192072,43.989628,43.989628,0.300000,902.410000,4434321633,19818831
